country,c1_security_apparatus,c2_factionalized_elites,c3_group_grievance,e1_economy,e2_economic_inequality,e3_human_flight_and_brain_drain,p1_state_legitimacy,p2_public_services,p3_human_rights,s1_demographic_pressures,s2_refugees_and_idps,x1_external_intervention
Laos,0.24422680525217344,0.021145774441741007,0.055967217748615364,0.1533929977694741,0.08766380776277016,0.06118325610879901,0.05320776164418996,0.09406829457782141,0.08584373747646802,0.08321192084720998,0.055050987032507194,0.13690528775883995
Latvia,0.1697914582980186,0.013816012227581536,0.2592385358347363,0.22515176872855971,0.2559804569757729,0.09363473475301701,0.3077861255932417,0.17542061828876138,0.18710034525030053,0.27192395059134045,0.3553055039705713,0.16859349954045852
Lebanon,0.07348810929181371,0.040009177783676554,0.05381846182120819,0.1939042246055026,0.124436978533219,0.11666777936771314,0.05165455263572274,0.10032926234714404,0.035916298341063156,0.12161831795195817,0.12948836171620912,0.056906689305230226
Lesotho,0.08204242972523523,0.027591654406003644,0.22714459164839274,0.03126295068670287,0.14892865095864322,0.10876832120822653,0.16077424985113145,0.06614378277661476,0.1311703286461918,0.05737711422306966,0.06562273432549827,0.06606432331259043
Liberia,0.03919211565659004,0.03607333986939585,0.13952074242056298,0.030550268564233405,0.057265026385240635,0.04049355055582033,0.04921384203955383,0.04062196929393255,0.05457675785517761,0.045495033076354434,0.07037864027071634,0.08071667318250407
Libya,0.23327465646032333,0.11844886708750751,0.13869147388892697,0.24208216015313574,0.11735722178705217,0.20023112506186955,0.1264205681914194,0.2304486838027632,0.055725419003805066,0.09935323091406685,0.33665016461206926,0.28693533790552134
Lithuania,0.15743651981361034,0.02784822035004305,0.12736801444217083,0.14359870554881096,0.17099542514096122,0.11492181847378459,0.3534694167984592,0.117151358455958,0.20457366679254144,0.2780699955994876,0.20483787931365566,0.12808310627418878
Luxembourg,0.4025051049919557,0.04627395465259034,0.2105326093312785,0.2765296871211244,0.25157649027133994,0.21325968384275812,0.6782336187808544,0.23836803439333384,0.18543312004452814,0.22948966152930447,0.29714403517621996,0.5532730890899277
Macedonia,0.08968609865470853,0.05409662996763623,0.08517696919581552,0.03932596507397383,0.1825769024038574,0.12461264110095924,0.14036069855301506,0.12327256701057412,0.21972719630686588,0.2718761973153713,0.21243079798240747,0.07260692498847496
Madagascar,0.0800719412249645,0.04595384465940805,0.17885779507518954,0.03851948375695246,0.0895375640765042,0.11699809463298404,0.07298821993932901,0.033292220352632296,0.024182512637764404,0.05451174646275623,0.15769700893704958,0.14719072864960683
Malawi,0.08004592655862448,0.05984748296710959,0.10903637768344393,0.0592631814139957,0.04154084015328231,0.08226084325117888,0.09452082267556537,0.047601103832077045,0.14617989399969786,0.030629247911190923,0.06769125635717331,0.06812081814088929
Malaysia,0.08408763454354107,0.07873865231865392,0.09176546634078882,0.19083699293864345,0.21094593272664194,0.1245253578487283,0.08654921816819815,0.14865055527632887,0.06483095807069285,0.12379556227704884,0.1725770966628214,0.29726280707580655
Maldives,0.07333546974788484,0.04770820373149228,0.11725316323598624,0.1124797118755941,0.24398069095341654,0.09875534060504937,0.0704998420046323,0.13338825070366253,0.04290686988408379,0.13647970709370236,0.22847457658335463,0.07156772900711161
Mali,0.213258996953815,0.21787341822751957,0.1307250613005809,0.057092335070226534,0.046319342406520136,0.05596275086207809,0.19176039502278944,0.03321834691055967,0.19833800683163386,0.0338070969254488,0.253593406242893,0.14965371794284849
Malta,0.22338234977152271,0.07519341566475976,0.1789062452748309,0.0731443337385846,0.3270041961571287,0.09860680962767604,0.12178051059739521,0.2709050213392499,0.06611448041515829,0.18877428543922747,0.20543910562999193,0.21835886960850184
Mauritania,0.0997742741915028,0.053082895401252765,0.06661833978852436,0.06688545780501406,0.05302783382208084,0.12608299562942893,0.06508843380645138,0.042756270592026635,0.06497828579092743,0.02766810181696106,0.1293383831180268,0.08774910184724487
Mauritius,0.3829440178788677,0.02865742777809569,0.12248740190483715,0.12626301242166008,0.293093849234211,0.2585338147921097,0.33125949623536105,0.15587156928080975,0.07916928550051998,0.12722037359032232,0.31425477877641494,0.23242808540882529
Mexico,0.12203508953668792,0.06308929204052569,0.06201255184334471,0.14755467974778563,0.17621561976404967,0.14151902734059954,0.05908926612892351,0.06358690209191714,0.07724121654985149,0.08970013124769716,0.10692495955315237,0.15188888102951087
Micronesia,0.1801573526628815,0.01261321306953666,0.10453980786557544,0.11806769015235269,0.07970930419774308,0.07197088183513635,0.1663200458408644,0.08470388929190487,0.1307974398329881,0.08945337154809575,0.10230543767351882,0.09342526281471428
Moldova,0.16968006913299627,0.04814033806643727,0.07555133905226975,0.09379015801907743,0.24730172991786964,0.09874552186292403,0.1441879362580106,0.16244511230748304,0.19032705193283228,0.16699624831703402,0.18837602345254434,0.07236741502463241
Mongolia,0.2060870162910945,0.047781661938057246,0.18353061066071816,0.08408586256466187,0.07733868701370356,0.2849251351423577,0.20847651923844493,0.06705983906138649,0.19524088422647976,0.0859887247817585,0.328403668449299,0.0523886738696649
Montenegro,0.08034013036539799,0.03504667010447556,0.15988011010917247,0.11000903566216616,0.33268325229438167,0.26716200685595626,0.07617383271681176,0.09439146377152544,0.1952772975914883,0.2839320975402406,0.11505111348592145,0.12549750143295704
Morocco,0.10498959769607971,0.06428564618193165,0.11302118481714417,0.10660649266835455,0.15993857521441154,0.09968774205578648,0.05941459409568099,0.10967793555825354,0.0801057882674975,0.1638355412379941,0.1363481862459683,0.13627219296440496
Mozambique,0.07861530061836863,0.09537042734461039,0.14651293873249635,0.047948579647211255,0.10362979798023571,0.039351314619581496,0.04806428288115267,0.06886001713469796,0.11401079265582695,0.09213142128337763,0.39032318935591986,0.11068516034876691
Myanmar,0.05752064580472951,0.03703456083888366,0.0479063400890539,0.1606601110367133,0.10397682561909509,0.07544679939099704,0.05691155594173748,0.03524933919562042,0.05870045282259313,0.1316529916445541,0.044754317464377205,0.1770955797658904
Namibia,0.08336969214928443,0.033027200476681014,0.09738178204447465,0.07648948860871407,0.0728119029718911,0.0887391663012671,0.18819354846623837,0.0472639431238409,0.3071353842732733,0.089206982345369,0.1344075276324891,0.10897812883668814
Nepal,0.17132269807824535,0.034342606729084076,0.03335984174263333,0.17247396594247047,0.19084957050804432,0.0506576463576995,0.1153927313264453,0.06057514688139808,0.1212227432734694,0.04047480039259795,0.1324802642213672,0.0819550147073523
Netherlands,0.28245051290786904,0.3634762007597881,0.12581929273746847,0.2566238807819213,0.33109207953308417,0.07833089531202696,0.34864615796944515,0.2651841567936863,0.25944149250859344,0.17106064908866095,0.20816315435753138,0.47140001217203137
New Zealand,0.1804652108296007,0.13549363811920778,0.21766285724066597,0.12955826319209646,0.29982459700096015,0.15654189774542904,0.34853035101645347,0.2608532810996646,0.392854573038433,0.2777439860133472,0.1861974749052537,0.27047195827646114
Nicaragua,0.07123697299460444,0.020882915255690068,0.053800090664949625,0.14274968776597238,0.07697029823320406,0.060242274757162886,0.09638401619277673,0.07218345360453912,0.1555872933904859,0.14735420113689013,0.13010026835627603,0.08427285447362809
Niger,0.08821274138216878,0.13767093922614382,0.06241028155165169,0.12611533294704808,0.04814531159733089,0.08556528701254217,0.09366060661527432,0.03266195904807816,0.08769858958298736,0.03847614950501869,0.15679468855465734,0.055158914153577376
Nigeria,0.033837197186759246,0.025097353923293972,0.03904178731493803,0.13437572522135474,0.06323186644211742,0.0906167644901887,0.04679406540261399,0.029118443530863992,0.06872293104987913,0.058229932590392816,0.1213149997507051,0.06384504093712048
North Korea,0.035170431191781565,0.06611425989950416,0.13533574560800338,0.038780993483722895,0.07979690243953856,0.12002996883005719,0.008117852127568315,0.0590124663308428,0.013605456291164143,0.0639904881547182,0.1849340278861125,0.08129162919090688
North Macedonia,0.04662242513317892,0.0,0.03626188621469472,0.0334066195836164,0.015890040026663933,0.03449301371641693,0.04285495643554831,0.04561979233461594,0.07443229275647864,0.04876598490941704,0.03142696805273552,0.039650847543170865
Norway,0.37008846015916785,0.04927658121042126,0.42589802427271617,0.18417034949299646,0.29710480809311074,0.27176767296208515,0.3633632046620848,0.21999187775343607,0.4383074382909071,0.2706372813653377,0.23969310179194536,0.40994859206887846
Oman,0.2344263133245712,0.038627465297059134,0.11157739274331901,0.09184380052536618,0.26279175203995353,0.29081041786722006,0.06354234051298988,0.16059912301732976,0.06275042808837196,0.1801188310473799,0.2799926080954414,0.25134514552484805
Pakistan,0.0796105016755469,0.02912525274103939,0.04547078870116581,0.07773445711262662,0.19688875334223224,0.10569003260008951,0.07426587200946201,0.045944372255231035,0.08304181938889403,0.05236400586531677,0.06872240399758683,0.05369792436228774
Palestine,0.16039014932345444,0.019682395540555474,0.07530655685082073,0.061544952553208826,0.011703045997086967,0.006536040783278759,0.01946124502886372,0.06039867548216605,0.012987012987013,0.018041636594314268,0.028394275533916002,0.0
Panama,0.05299816244729487,0.12169181548877232,0.11200635985841283,0.28795092620055074,0.08401325766895397,0.10009028084261361,0.19380922816368995,0.07849741750899043,0.087468431508296,0.15739740352021442,0.18416381802035364,0.26807374263553996
Papua New Guinea,0.041356476201198616,0.021809430962484434,0.1643244291356933,0.0654962329016348,0.02994904722245822,0.07948659348851733,0.10928641051943466,0.06166329557531147,0.06902566476314886,0.028902036556414087,0.152089406810057,0.0828280572347194
Paraguay,0.1184845837502112,0.016945821799539816,0.11625703720412636,0.12205454461705893,0.07370509220499864,0.0860113178378283,0.08654687673579688,0.06778627173831991,0.13435113272897303,0.0868934115660631,0.29277846047760625,0.09172519239218876
Peru,0.08481515344914431,0.06072370735028367,0.08455075393082889,0.1990352082708173,0.09657520148531783,0.08286603919697959,0.04168677898472345,0.058855330902582555,0.18846808260580006,0.125001652149459,0.07171260413509221,0.3202842110053611
Philippines,0.09853409154301851,0.029627379099995008,0.06228193824126411,0.08688122165317706,0.17097306975346568,0.10767123281354808,0.0714397257767475,0.0626152061558564,0.09175456448820661,0.050024708135813147,0.09629401548037032,0.07813900831312803
Poland,0.13236461488564022,0.10675450198154227,0.2453445679365098,0.11277003920103693,0.2946543005764174,0.15529916819849982,0.10517050247215876,0.2347322942023645,0.15100087722182023,0.2396075222230771,0.23666105972403428,0.17049906871682322
Portugal,0.4283410287581643,0.3059078284709701,0.27943693722759894,0.12770025856024356,0.26189816807508753,0.15523198173858158,0.3200999508262115,0.2140511634434106,0.4146929972900893,0.2916177580806155,0.21645137999934533,0.11206828258044883
Qatar,0.2674599019834096,0.015120093150669056,0.18099161303474715,0.4566467833488654,0.05104469240641115,0.3080464389602887,0.04545615543890442,0.26321277509628255,0.11669158741621492,0.16847767349369752,0.32844695393351336,0.33031988808240653
Romania,0.24664080642456995,0.08614373151396183,0.0949648966517108,0.135360107165257,0.19950121945685478,0.08931905336231014,0.10005952296609835,0.14410576343653975,0.11085215306867581,0.26548788075485896,0.2025319066152238,0.18244058610017364
Russia,0.09977024386807085,0.037196498680840635,0.07069279054939676,0.2091862425209673,0.17400571087062103,0.2523472068485832,0.04619231484800096,0.20407116136731546,0.04927353922681276,0.20755582019458163,0.12018168553202878,0.1867515791477479
Rwanda,0.10150499099978878,0.03035947167971229,0.060722942544703375,0.09420213953296847,0.05179283623123552,0.07066229835365526,0.09753992806077848,0.05152891186673685,0.09456838959418123,0.09144999097770294,0.0619888583978846,0.10222574212233178
Samoa,0.18555851360475167,0.026274076063438033,0.06945800214878049,0.06347961502908504,0.2313318850818006,0.07977887572311279,0.15610656844301932,0.051998814403826484,0.10311049058125041,0.13271302316388056,0.15261873807156207,0.07694575957815655
Sao Tome and Principe,0.10626397596235206,0.022796842836729843,0.07800380486090931,0.06916463936116264,0.04158883151873091,0.06584983760820344,0.2036615713325317,0.12494993431791881,0.26164291610790225,0.08439276445659656,0.08084864149028696,0.0935327318168983
Saudi Arabia,0.13082477132187526,0.04280210030085657,0.08074778908731703,0.22981495234774219,0.17555545512687148,0.09820714331991978,0.045128496460744134,0.10297056986933502,0.03430255570717007,0.12589534695563276,0.22310108952549276,0.1784367525073474
Senegal,0.09966324925229762,0.23417964478549125,0.08987470460408326,0.09790145975035107,0.0458827280164911,0.1533844042732655,0.1860430233744129,0.05345428405695214,0.10840369998564219,0.06149818180864056,0.15029945952263515,0.08755918866475072
Serbia,0.15287309054558804,0.029481755929864215,0.05382403347229499,0.04643291130872558,0.2418366704506546,0.07385076185312635,0.1419844894587616,0.12351793540396018,0.18623107141289286,0.17626586652795892,0.0999819714597207,0.04957164581001391
Seychelles,0.07296294427292982,0.045485528957557135,0.10225482457731945,0.14634458404026784,0.10449087139970911,0.085905618696271,0.2194583761373241,0.25138479550880943,0.20003228823513422,0.16433060656263193,0.275482671406624,0.044731121340840944
Sierra Leone,0.21254407200791334,0.012329550317407295,0.0858196500745394,0.02818206846232124,0.04315465916785086,0.06459264733200279,0.12221023351778111,0.042468144785909344,0.12884092906413794,0.03154570282508283,0.046283077515256295,0.08479148816445878
Singapore,0.3770906718783901,0.008062126039988883,0.15033675227503784,0.3848428705360549,0.14561137707992106,0.22342284134712598,0.0635910296249601,0.271884438328427,0.0815328762321545,0.1257060185811121,0.30494028291735104,0.5156098433516689
Slovak Republic,0.17557211719904584,0.1210595898163973,0.16301567611230813,0.1029509107740001,0.31307295603210156,0.13390861993539155,0.07846250049911911,0.2512230317477548,0.23636303828834843,0.32061920439244695,0.2999645618575082,0.1949983706626608
Slovakia,0.2020305089104421,0.0,0.03822198817224578,0.05111615285685882,0.086584503818761,0.0,0.05811836557697648,0.06955148667408671,0.0,0.13341637380878257,0.086584503818761,0.10878565864408424
Slovenia,0.5245437965947028,0.21730868694411853,0.12545232092325262,0.11289796774831483,0.27613579608361827,0.08644585750966571,0.21781083776205118,0.3176964822801091,0.42676937567682854,0.2774808568597897,0.44545247461384285,0.32347371887367754
Solomon Islands,0.1216707135841777,0.03583176821634165,0.12198010069562236,0.07054057820629032,0.05199601355913272,0.11999290312760513,0.1346888766919601,0.036842513577617836,0.20439516797881627,0.059707200846485085,0.06718143145878591,0.058233530558610434
Somalia,0.02615194945841011,0.007695300891445159,0.05853286439318815,0.03324986023677737,0.08546049834870273,0.07427070308082939,0.04085238841353742,0.03618876662883555,0.04387774859587484,0.030217363251224396,0.05847743465104503,0.04333349177963849
South Africa,0.22771616229384564,0.15273935140072473,0.10182174547404078,0.29258379978101057,0.08471064742238246,0.12559581889493596,0.1361988462565935,0.0943237888906911,0.054798007737452706,0.08346229574986982,0.1900780655010061,0.1400306807790569
South Korea,0.26403934479377983,0.09237263766517358,0.17327230045763709,0.20528858089553542,0.1445625287818908,0.18152654227072476,0.15860349608743243,0.19309014303872202,0.07710932923448988,0.20669829903977352,0.4232431257797233,0.16142293856449974
South Sudan,0.019663397726275095,0.031360495505447686,0.06123108743636321,0.08262994678310241,0.016717311707124514,0.028108418210857564,0.034031397517991106,0.018672684530191816,0.049914618880763,0.050025653575314216,0.009041037362796867,0.0356666916911587
Spain,0.22587437079277645,0.09288152213106207,0.07519805608189364,0.14984283961197553,0.2179016015316335,0.32108120974086235,0.6000923289995465,0.20586839547808955,0.30106550711604196,0.2856370247677758,0.1665533519210732,0.1326080227112057
Sri Lanka,0.11027330245122557,0.024372706291272066,0.05051297992127205,0.1155649390818455,0.13338613614631636,0.05839957944101221,0.12887582201697456,0.14515715144249472,0.058663329041293934,0.10044796820442188,0.09383988960975802,0.08320946257670442
Sudan,0.07208868283309912,0.028628339039326343,0.023165950115788134,0.1057155446243109,0.08180366487957981,0.05858048325999665,0.0319911040650493,0.04086225484932021,0.039469289023251176,0.03564306416200258,0.02121631981144439,0.062238132222954344
Suriname,0.17593885623898894,0.03316327428558921,0.058746915855602926,0.07249310198880682,0.17063970375006135,0.09627708244518818,0.20163058623110713,0.06761591005457586,0.13997630602351607,0.10164254871815422,0.1466943729674809,0.11149306418085654
Swaziland,0.11803668749643279,0.01498252745147937,0.21264411312203685,0.08590101659300618,0.12317890396756331,0.0978584093926624,0.01424672921304745,0.03728479754858494,0.06174596452256775,0.0284875659120553,0.09853775989028091,0.06425066965263011
Sweden,0.33589230396776387,0.20071913796110316,0.2669866698795698,0.19436822593987974,0.1597535874597164,0.35430873287696807,0.24999405462609456,0.2537037292938145,0.24973836473784333,0.23348820342737692,0.32084485398050044,0.39327722264623416
Switzerland,0.18984027293095712,0.0,0.1939049674186145,0.1864268490185299,0.1573950078762256,0.23108757045610845,0.32193075416253486,0.21495403727616647,0.3358657972143845,0.2912473068051654,0.2877777436929665,0.42011831638230673
Syria,0.12072794324505054,0.11843695065827511,0.08639524740749613,0.16522723885467425,0.07664715165297603,0.12022949021801735,0.06479625972165955,0.21961481600179597,0.05812581604148846,0.14563626493661982,0.079635812813109,0.22015855467241363
Tajikistan,0.1141683031745333,0.01585144105358257,0.05416925437035761,0.08962994304038496,0.21878834988136792,0.05837733106393665,0.018089583409085976,0.1623873846830881,0.037952876368253195,0.05288997558066125,0.2131471027443842,0.11631525068511649
Tanzania,0.059815104094419126,0.057877819610943085,0.10607986967288474,0.08405035575363781,0.05440160557230132,0.09637517026483246,0.07197321658857318,0.04565375914053543,0.03728449098456784,0.0655164618847486,0.11247731338922767,0.06147161003510894
Thailand,0.08831069306337483,0.09529187533313305,0.062060069353837045,0.14350040311132276,0.20818412329342634,0.09356113264139145,0.07620273386861459,0.1623626487591462,0.08297851382734518,0.0976601245912456,0.09445988668039029,0.3038090671882276
Timor-Leste,0.14884074819786566,0.02207567208444273,0.11875175237031149,0.05485679981588654,0.0563767675998987,0.12201715869144789,0.20841395156153167,0.06015029809772701,0.18333495089538254,0.04988280395414736,0.1852142780377931,0.04257268341671897
Togo,0.08713036276663422,0.014213010978701295,0.11566403022664262,0.08606944868492782,0.044402049454307264,0.052936893570284624,0.05045817441809978,0.021852937574289865,0.07235844569914691,0.04179850519857174,0.09036982953606,0.08926890393666922
Trinidad and Tobago,0.09214390218693051,0.013380333478520991,0.16377814844304897,0.06801205152519794,0.2192446333240487,0.06609259626293316,0.2321461349861,0.13424076216059924,0.18257829502719922,0.1569544648782289,0.13677189253818775,0.2271445621240458
Tunisia,0.10450934237760713,0.110089637224746,0.1676944800839148,0.21802569271860084,0.20003085496269818,0.06644204339972713,0.09805461300738613,0.1386437432762519,0.14595539939563038,0.16279906627495033,0.13419234570813288,0.2681753914374517
Turkey,0.07291236676070331,0.09647217341631938,0.10775912222638641,0.12579283067921115,0.20200415298484364,0.12338761689401632,0.10370897102122432,0.0902783040611383,0.19305114604285567,0.14786349347191094,0.1626665095761445,0.06813922925333073
Turkmenistan,0.18612365403388353,0.015764690956178624,0.09139205563108979,0.17941281359720695,0.08327532442925652,0.09340406090515899,0.056503508992540544,0.18825506161151181,0.050888162837970395,0.1177994311261108,0.19711067989901773,0.2849786839945021
Uganda,0.09361006412626409,0.04603603247673989,0.04707264443781649,0.10071508172730231,0.08075946836344551,0.08611494545769509,0.03308373239380989,0.03625461043988239,0.037634838367706834,0.037638950569401114,0.04410766053688359,0.0491038330384603
Ukraine,0.38037902287046704,0.015100504352170582,0.07738906687921619,0.15149884604118657,0.2666714336008354,0.17189165292495115,0.08066466051116178,0.20146605943100673,0.09515511706700075,0.23131674801451307,0.38311663099006343,0.15784406059703993
United Arab Emirates,0.1527443631273303,0.03749808292505014,0.23088514359657009,0.2724348705149927,0.2605193111972223,0.18311066097535092,0.029813963289721693,0.2835859043647508,0.11210853901182138,0.1466511386744262,0.2780216598343419,0.33618178430879664
United Kingdom,0.13244247661929592,0.28825592112709164,0.16071379739890312,0.3381235147078682,0.1294162584039828,0.11193271503650243,0.30818964331694304,0.1950326291661401,0.16365865362773416,0.214652509445641,0.27664369859525373,0.27519187435165554
United States,0.46088190295411763,0.4359649540690978,0.28498266186104504,0.2789982801393135,0.1721273463928267,0.2747502904682923,0.2488778363685049,0.2944879055831522,0.13832033764332172,0.24175427594579416,0.4050606732042088,0.21533914817475555
Uruguay,0.12180232356693083,0.06105337420410688,0.13486437950749827,0.08788313154416091,0.176595023074362,0.19573935327448302,0.6151187817793345,0.12523408505338113,0.1405509133996392,0.16526057298040883,0.27401795339173235,0.19587306964473375
Uzbekistan,0.14882867460071733,0.01814435338059795,0.09846808716316297,0.12707363778005965,0.1570059169215357,0.12604505874127872,0.039813796223083925,0.18274304233959496,0.08475829637484608,0.200835900235813,0.12108528207826393,0.2193860169962642
Venezuela,0.05333341629164916,0.09710372879181595,0.048060801457447684,0.28506336415763384,0.07680579810759143,0.09491862575298646,0.1109979770933559,0.13923174823327636,0.08323941398494042,0.10884955632017201,0.12523534115179555,0.08188753479593597
Vietnam,0.22722681695022984,0.008292892300948285,0.07678455189425983,0.19570594455699267,0.20297148952958927,0.09808735307816904,0.06626091693538577,0.19494347784903732,0.03936134411441722,0.1299607667839036,0.13431196249781738,0.14081803564707784
Yemen,0.06996804986310183,0.04005341309672877,0.10035245888407637,0.08707581222534717,0.047345036142060856,0.054384266504732166,0.07402267250119526,0.07160368616339467,0.11514987990821837,0.0676431351078991,0.11922444941036946,0.12252806611348863
Zambia,0.10011567807778846,0.04624679870448327,0.06422753670029886,0.04476434672867807,0.10736823662785111,0.06925269719630109,0.04575837758127851,0.031200930945385584,0.10291694857604426,0.023387169318220276,0.13041596524487836,0.06147176025779045
Zimbabwe,0.06589522084055326,0.04177992879347101,0.15458363919212506,0.07448691317604542,0.08433936672824105,0.12497290737858642,0.03302427031671207,0.044395807627607066,0.07726598525869711,0.04047566713014814,0.04466213812835799,0.04920255675724765
